file	RefSeq_assembly_accession	species_taxid	organism_name	infraspecific_name	species	genus	family	order	class	phylum	superkingdom
GCF_001697545.1_ASM169754v1_genomic.gbff	GCF_001697545.1	487	Neisseria meningitidis	strain=M22769	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697565.1_ASM169756v1_genomic.gbff	GCF_001697565.1	487	Neisseria meningitidis	strain=M22745	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697585.1_ASM169758v1_genomic.gbff	GCF_001697585.1	487	Neisseria meningitidis	strain=M24730	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697605.1_ASM169760v1_genomic.gbff	GCF_001697605.1	487	Neisseria meningitidis	strain=M22801	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697625.1_ASM169762v1_genomic.gbff	GCF_001697625.1	487	Neisseria meningitidis	strain=M22804	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697645.1_ASM169764v1_genomic.gbff	GCF_001697645.1	487	Neisseria meningitidis	strain=M25438	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697665.1_ASM169766v1_genomic.gbff	GCF_001697665.1	487	Neisseria meningitidis	strain=M23413	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697685.1_ASM169768v1_genomic.gbff	GCF_001697685.1	487	Neisseria meningitidis	strain=M22722	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697705.1_ASM169770v1_genomic.gbff	GCF_001697705.1	487	Neisseria meningitidis	strain=M25070	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697725.1_ASM169772v1_genomic.gbff	GCF_001697725.1	487	Neisseria meningitidis	strain=M09261	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697745.1_ASM169774v1_genomic.gbff	GCF_001697745.1	487	Neisseria meningitidis	strain=M25462	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697765.1_ASM169776v1_genomic.gbff	GCF_001697765.1	487	Neisseria meningitidis	strain=M27559	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697785.1_ASM169778v1_genomic.gbff	GCF_001697785.1	487	Neisseria meningitidis	strain=M25472	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697805.1_ASM169780v1_genomic.gbff	GCF_001697805.1	487	Neisseria meningitidis	strain=M22759	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697825.1_ASM169782v1_genomic.gbff	GCF_001697825.1	487	Neisseria meningitidis	strain=M25087	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697845.1_ASM169784v1_genomic.gbff	GCF_001697845.1	487	Neisseria meningitidis	strain=M22783	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697865.1_ASM169786v1_genomic.gbff	GCF_001697865.1	487	Neisseria meningitidis	strain=M22828	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697885.1_ASM169788v1_genomic.gbff	GCF_001697885.1	487	Neisseria meningitidis	strain=M25459	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697905.1_ASM169790v1_genomic.gbff	GCF_001697905.1	487	Neisseria meningitidis	strain=M22160	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697925.1_ASM169792v1_genomic.gbff	GCF_001697925.1	487	Neisseria meningitidis	strain=M07161	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697945.1_ASM169794v1_genomic.gbff	GCF_001697945.1	487	Neisseria meningitidis	strain=M25476	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697965.1_ASM169796v1_genomic.gbff	GCF_001697965.1	487	Neisseria meningitidis	strain=M25456	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001697985.1_ASM169798v1_genomic.gbff	GCF_001697985.1	487	Neisseria meningitidis	strain=M25419	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001698005.1_ASM169800v1_genomic.gbff	GCF_001698005.1	487	Neisseria meningitidis	strain=M22740	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001698025.1_ASM169802v1_genomic.gbff	GCF_001698025.1	487	Neisseria meningitidis	strain=M22822	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001698045.1_ASM169804v1_genomic.gbff	GCF_001698045.1	487	Neisseria meningitidis	strain=M07162	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001698065.1_ASM169806v1_genomic.gbff	GCF_001698065.1	487	Neisseria meningitidis	strain=M08000	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001698085.1_ASM169808v1_genomic.gbff	GCF_001698085.1	487	Neisseria meningitidis	strain=M24705	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001698105.1_ASM169810v1_genomic.gbff	GCF_001698105.1	487	Neisseria meningitidis	strain=M22191	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001698125.1_ASM169812v1_genomic.gbff	GCF_001698125.1	1690815	Pseudonocardia sp. HH130630-07	strain=HH130630-07	Pseudonocardia sp. HH130630-07	Pseudonocardia	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Bacteria
GCF_001750845.1_ASM175084v1_genomic.gbff	GCF_001750845.1	562	Escherichia coli	strain=FORC_031	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_001974985.1_ASM197498v1_genomic.gbff	GCF_001974985.1	36805	Microbacterium aurum	strain=KACC 15219	Microbacterium aurum	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
GCF_002073255.2_ASM207325v2_genomic.gbff	GCF_002073255.2	747	Pasteurella multocida	strain=FDAARGOS_218	Pasteurella multocida	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002073295.2_ASM207329v2_genomic.gbff	GCF_002073295.2	747	Pasteurella multocida	strain=FDAARGOS_216	Pasteurella multocida	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002073575.2_ASM207357v2_genomic.gbff	GCF_002073575.2	487	Neisseria meningitidis	strain=FDAARGOS_209	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_002073595.2_ASM207359v2_genomic.gbff	GCF_002073595.2	487	Neisseria meningitidis	strain=FDAARGOS_210	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_002073615.2_ASM207361v2_genomic.gbff	GCF_002073615.2	485	Neisseria gonorrhoeae	strain=FDAARGOS_205	Neisseria gonorrhoeae	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_002073695.2_ASM207369v2_genomic.gbff	GCF_002073695.2	1311	Streptococcus agalactiae	strain=FDAARGOS_254	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_002076875.1_ASM207687v1_genomic.gbff	GCF_002076875.1	67780	Edwardsiella ictaluri	strain=RUSVM-1	Edwardsiella ictaluri	Edwardsiella	Hafniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002557735.1_ASM255773v1_genomic.gbff	GCF_002557735.1	1639	Listeria monocytogenes	strain=AT3E	Listeria monocytogenes	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_002951595.1_ASM295159v1_genomic.gbff	GCF_002951595.1	573	Klebsiella pneumoniae subsp. pneumoniae	strain=BR21	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003355235.1_ASM335523v1_genomic.gbff	GCF_003355235.1	487	Neisseria meningitidis	strain=M25964	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_003355255.1_ASM335525v1_genomic.gbff	GCF_003355255.1	487	Neisseria meningitidis	strain=M21717	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_003355275.1_ASM335527v1_genomic.gbff	GCF_003355275.1	487	Neisseria meningitidis	strain=M26263	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_003355295.1_ASM335529v1_genomic.gbff	GCF_003355295.1	487	Neisseria meningitidis	strain=M22814	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_003355315.1_ASM335531v1_genomic.gbff	GCF_003355315.1	487	Neisseria meningitidis	strain=M23347	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_003355335.1_ASM335533v1_genomic.gbff	GCF_003355335.1	487	Neisseria meningitidis	strain=M21374	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_003355375.1_ASM335537v1_genomic.gbff	GCF_003355375.1	487	Neisseria meningitidis	strain=M18755	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_003355395.1_ASM335539v1_genomic.gbff	GCF_003355395.1	487	Neisseria meningitidis	strain=M22425	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_003355415.1_ASM335541v1_genomic.gbff	GCF_003355415.1	487	Neisseria meningitidis	strain=M21955	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_003355435.1_ASM335543v1_genomic.gbff	GCF_003355435.1	487	Neisseria meningitidis	strain=M18727	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_003355475.1_ASM335547v1_genomic.gbff	GCF_003355475.1	556288	Brachybacterium saurashtrense	strain=DSM 23186	Brachybacterium saurashtrense	Brachybacterium	Dermabacteraceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
GCF_008329785.1_ASM832978v1_genomic.gbff	GCF_008329785.1	1299	Deinococcus radiodurans	strain=R1 dM1	Deinococcus radiodurans	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria
GCF_008330765.1_ASM833076v1_genomic.gbff	GCF_008330765.1	487	Neisseria meningitidis	strain=12-176	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_008330785.1_ASM833078v1_genomic.gbff	GCF_008330785.1	487	Neisseria meningitidis	strain=11-14	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_008330805.1_ASM833080v1_genomic.gbff	GCF_008330805.1	487	Neisseria meningitidis	strain=11-7	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_008330825.1_ASM833082v1_genomic.gbff	GCF_008330825.1	487	Neisseria meningitidis	strain=09-292	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_008330845.1_ASM833084v1_genomic.gbff	GCF_008330845.1	487	Neisseria meningitidis	strain=06-178	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_008330865.1_ASM833086v1_genomic.gbff	GCF_008330865.1	487	Neisseria meningitidis	strain=98-182	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_008330885.1_ASM833088v1_genomic.gbff	GCF_008330885.1	487	Neisseria meningitidis	strain=95-134	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_008330905.1_ASM833090v1_genomic.gbff	GCF_008330905.1	487	Neisseria meningitidis	strain=12-330	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_008330925.1_ASM833092v1_genomic.gbff	GCF_008330925.1	487	Neisseria meningitidis	strain=13-600	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_008330965.1_ASM833096v1_genomic.gbff	GCF_008330965.1	343	Xanthomonas translucens pv. undulosa	strain=P3	Xanthomonas translucens	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_009664695.1_ASM966469v1_genomic.gbff	GCF_009664695.1	487	Neisseria meningitidis	strain=AUSMDU00010537	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_009664715.1_ASM966471v1_genomic.gbff	GCF_009664715.1	1767	Mycobacterium intracellulare subsp. chimaera	strain=AUSMDU00007395	Mycobacterium intracellulare	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_014304635.1_ASM1430463v1_genomic.gbff	GCF_014304635.1	300181	Serratia ureilytica	strain=CC119	Serratia ureilytica	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_015679735.1_ASM1567973v1_genomic.gbff	GCF_015679735.1	487	Neisseria meningitidis	strain=16-92	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_015679795.1_ASM1567979v1_genomic.gbff	GCF_015679795.1	487	Neisseria meningitidis	strain=15-236	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_015679815.1_ASM1567981v1_genomic.gbff	GCF_015679815.1	487	Neisseria meningitidis	strain=15-215	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_015679845.1_ASM1567984v1_genomic.gbff	GCF_015679845.1	487	Neisseria meningitidis	strain=15-198	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_015679865.1_ASM1567986v1_genomic.gbff	GCF_015679865.1	487	Neisseria meningitidis	strain=14-627	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_015679905.1_ASM1567990v1_genomic.gbff	GCF_015679905.1	487	Neisseria meningitidis	strain=12-208	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_015679925.1_ASM1567992v1_genomic.gbff	GCF_015679925.1	487	Neisseria meningitidis	strain=11-251	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_015679945.1_ASM1567994v1_genomic.gbff	GCF_015679945.1	199	Campylobacter concisus	strain=P15UCO-S2	Campylobacter concisus	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_015767475.1_ASM1576747v1_genomic.gbff	GCF_015767475.1	1280	Staphylococcus aureus	strain=DG36	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_016026915.1_ASM1602691v1_genomic.gbff	GCF_016026915.1	1282	Staphylococcus epidermidis	strain=FDAARGOS_913	Staphylococcus epidermidis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_017347385.1_ASM1734738v1_genomic.gbff	GCF_017347385.1	380021	Pseudomonas protegens	strain=Go58	Pseudomonas protegens	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_900638565.1_57800_G01_genomic.gbff	GCF_900638565.1	54005	Peptoniphilus harei	strain=NCTC13077	Peptoniphilus harei	Peptoniphilus	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria
GCF_900638585.1_57845_G01_genomic.gbff	GCF_900638585.1	54006	Peptoniphilus ivorii	strain=NCTC13079	Peptoniphilus ivorii	Peptoniphilus	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria
GCF_900638605.1_58116_G01_genomic.gbff	GCF_900638605.1	487	Neisseria meningitidis	strain=NCTC10026	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_900638615.1_58174_F01_genomic.gbff	GCF_900638615.1	807	Bartonella elizabethae	strain=NCTC12898	Bartonella elizabethae	Bartonella	Bartonellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_002073735.2_ASM207373v2_genomic.gbff	GCF_002073735.2	1496	Clostridioides difficile	strain=FDAARGOS_267	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
GCF_013282195.1_ASM1328219v1_genomic.gbff	GCF_013282195.1	562	Escherichia coli	strain=NMBU_ W06E18	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003355215.1_ASM335521v1_genomic.gbff	GCF_003355215.1	487	Neisseria meningitidis	strain=M22293	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_014054965.1_ASM1405496v1_genomic.gbff	GCF_014054965.1	607712	Neisseria shayeganii	strain=DSM 22244	Neisseria shayeganii	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_017753785.1_ASM1775378v1_genomic.gbff	GCF_017753785.1	1423	Bacillus subtilis	strain=YB-04	Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_008807015.1_ASM880701v1_genomic.gbff	GCF_008807015.1	640030	Neisseria zalophi	strain=ATCC BAA-2455	Neisseria zalophi	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_900636525.1_42685_G01_genomic.gbff	GCF_900636525.1	33040	Streptococcus milleri	strain=NCTC11169	Streptococcus milleri	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_900636775.1_44087_G01_genomic.gbff	GCF_900636775.1	1351	Enterococcus faecalis	strain=NCTC8745	Enterococcus faecalis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_003351565.1_ASM335156v1_genomic.gbff	GCF_003351565.1	486	Neisseria lactamica	strain=M17106	Neisseria lactamica	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_003351705.1_ASM335170v1_genomic.gbff	GCF_003351705.1	1313	Streptococcus pneumoniae	strain=M26365	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_016127375.1_ASM1612737v1_genomic.gbff	GCF_016127375.1	1363	Lactococcus garvieae	strain=FDAARGOS_1002	Lactococcus garvieae	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_011045775.1_ASM1104577v1_genomic.gbff	GCF_011045775.1	573	Klebsiella pneumoniae	strain=2019036D	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_011612585.1_ASM1161258v1_genomic.gbff	GCF_011612585.1	45634	Streptococcus cristatus ATCC 51100	strain=ATCC 51100	Streptococcus cristatus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_011617105.1_ASM1161710v1_genomic.gbff	GCF_011617105.1	569	Hafnia alvei	strain=A23BA	Hafnia alvei	Hafnia	Hafniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_900475915.1_48128_H02_genomic.gbff	GCF_900475915.1	28264	Arcanobacterium haemolyticum	strain=NCTC8452	Arcanobacterium haemolyticum	Arcanobacterium	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria
GCF_014055005.1_ASM1405500v1_genomic.gbff	GCF_014055005.1	194197	Neisseria dentiae	strain=DSM 19151	Neisseria dentiae	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_000967325.1_ASM96732v1_genomic.gbff	GCF_000967325.1	1280	Staphylococcus aureus subsp. aureus ST228	strain=ST228	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_001642085.1_ASM164208v1_genomic.gbff	GCF_001642085.1	1811193	Streptococcus pantholopis	strain=TA 26	Streptococcus pantholopis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_002242615.1_ASM224261v1_genomic.gbff	GCF_002242615.1	1613	Limosilactobacillus fermentum	strain=SK152	Limosilactobacillus fermentum	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_002443175.1_ASM244317v1_genomic.gbff	GCF_002443175.1	728003	Cycloclasticus sp. PY97N	strain=PY97N	Cycloclasticus sp. PY97N	Cycloclasticus	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003716915.1_ASM371691v1_genomic.gbff	GCF_003716915.1	239935	Akkermansia muciniphila	strain=EB-AMDK-1	Akkermansia muciniphila	Akkermansia	Akkermansiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria
GCF_003813125.1_ASM381312v1_genomic.gbff	GCF_003813125.1	1590	Lactiplantibacillus plantarum	strain=LMT1-48	Lactiplantibacillus plantarum	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_004319645.1_ASM431964v1_genomic.gbff	GCF_004319645.1	672	Vibrio vulnificus	strain=FORC_077	Vibrio vulnificus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_010092945.1_ASM1009294v1_genomic.gbff	GCF_010092945.1	1599	Latilactobacillus sakei	strain=MBEL1397	Latilactobacillus sakei	Latilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
