organism_name,infraspecific_name,species,genus,family,order,class,phylum,superkingdom
Fuerstia marisgermanicae,strain=NH11,Fuerstia marisgermanicae,Fuerstia,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetes,Bacteria
Furfurilactobacillus rossiae,strain=RS,Furfurilactobacillus rossiae,Furfurilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
Fusobacterium hwasookii,strain=KCOM 1249,Fusobacterium hwasookii,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteria,Bacteria
Galbibacter sp. BG1,strain=BG1,Galbibacter sp. BG1,Galbibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
Gallibacterium anatis UMN179,strain=UMN179,Gallibacterium anatis,Gallibacterium,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
Gallionella capsiferriformans ES-2,strain=ES-2,Gallionella capsiferriformans,Gallionella,Gallionellaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,Bacteria
Gardnerella vaginalis,strain=FDAARGOS_568,Gardnerella vaginalis,Gardnerella,Bifidobacteriaceae,Bifidobacteriales,Actinomycetia,Actinobacteria,Bacteria
Geitlerinema sp. PCC 7407,strain=PCC 7407,Geitlerinema sp. PCC 7407,Geitlerinema,Coleofasciculaceae,Oscillatoriales,,Cyanobacteria,Bacteria
Gemella haemolysans,strain=NCTC10459,Gemella haemolysans,Gemella,,Bacillales,Bacilli,Firmicutes,Bacteria
Geminocystis sp. NIES-3709,strain=NIES-3709,Geminocystis sp. NIES-3709,Geminocystis,Chroococcaceae,Chroococcales,,Cyanobacteria,Bacteria
Gemmata obscuriglobus,strain=DSM 5831,Gemmata obscuriglobus,Gemmata,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetes,Bacteria
Gemmatimonas phototrophica,strain=AP64,Gemmatimonas phototrophica,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadales,Gemmatimonadetes,Gemmatimonadetes,Bacteria
Gemmatirosa kalamazoonesis,strain=KBS708,Gemmatirosa kalamazoonesis,Gemmatirosa,Gemmatimonadaceae,Gemmatimonadales,Gemmatimonadetes,Gemmatimonadetes,Bacteria
Geoalkalibacter subterraneus,strain=Red1,Geoalkalibacter subterraneus,Geoalkalibacter,Geobacteraceae,Desulfuromonadales,Deltaproteobacteria,Proteobacteria,Bacteria
Geobacillus thermodenitrificans,strain=KCTC3902,Geobacillus thermodenitrificans,Geobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
Geobacter sulfurreducens,strain=YM18,Geobacter sulfurreducens,Geobacter,Geobacteraceae,Desulfuromonadales,Deltaproteobacteria,Proteobacteria,Bacteria
Geodermatophilus obscurus DSM 43160,strain=DSM 43160,Geodermatophilus obscurus,Geodermatophilus,Geodermatophilaceae,Geodermatophilales,Actinomycetia,Actinobacteria,Bacteria
Geoglobus ahangari,strain=234,Geoglobus ahangari,Geoglobus,Archaeoglobaceae,Archaeoglobales,Archaeoglobi,Euryarchaeota,Archaea
Geosporobacter ferrireducens,strain=IRF9,Geosporobacter ferrireducens,Geosporobacter,Clostridiaceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Geovibrio thiophilus,strain=DSM 11263,Geovibrio thiophilus,Geovibrio,Deferribacteraceae,Deferribacterales,Deferribacteres,Deferribacteres,Bacteria
Gibbsiella quercinecans,strain=FRB97,Gibbsiella quercinecans,Gibbsiella,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Gilliamella apicola,strain=wkB1,Gilliamella apicola,Gilliamella,Orbaceae,Orbales,Gammaproteobacteria,Proteobacteria,Bacteria
Gimesia maris,strain=DSM 8797,Gimesia maris,Gimesia,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetes,Bacteria
Glaciecola nitratireducens FR1064,strain=FR1064,Glaciecola nitratireducens,Glaciecola,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
Glaesserella parasuis,strain=LHDR_HPS_1_2,Glaesserella parasuis,Glaesserella,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
Gloeobacter violaceus PCC 7421,strain=PCC 7421,Gloeobacter violaceus,Gloeobacter,Gloeobacteraceae,Gloeobacterales,Gloeobacteria,Cyanobacteria,Bacteria
Gloeocapsa sp. PCC 7428,strain=PCC 7428,Gloeocapsa sp. PCC 7428,Gloeocapsa,Chroococcaceae,Chroococcales,,Cyanobacteria,Bacteria
Gloeothece citriformis PCC 7424,strain=PCC 7424,Gloeothece citriformis,Gloeothece,Aphanothecaceae,Chroococcales,,Cyanobacteria,Bacteria
Gluconacetobacter diazotrophicus PA1 5,strain=PAl 5,Gluconacetobacter diazotrophicus,Gluconacetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
Gluconobacter oxydans 621H,,Gluconobacter oxydans,Gluconobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
Glutamicibacter nicotianae,strain=OTC-16,Glutamicibacter nicotianae,Glutamicibacter,Micrococcaceae,Micrococcales,Actinomycetia,Actinobacteria,Bacteria
Glycocaulis alkaliphilus,strain=6B-8,Glycocaulis alkaliphilus,Glycocaulis,Maricaulaceae,Maricaulales,Alphaproteobacteria,Proteobacteria,Bacteria
Gordonia ajococcus,strain=A2,Gordonia ajococcus,Gordonia,Gordoniaceae,Corynebacteriales,Actinomycetia,Actinobacteria,Bacteria
Gordonibacter urolithinfaciens,,Gordonibacter urolithinfaciens,Gordonibacter,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria
Gottschalkia acidurici 9a,strain=9a,Gottschalkia acidurici,Gottschalkia,Gottschalkiaceae,Tissierellales,Tissierellia,Firmicutes,Bacteria
Gramella salexigens,strain=LPB0144,Gramella salexigens,Gramella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
Granulibacter bethesdensis,strain=NIH7.1,Granulibacter bethesdensis,Granulibacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
Granulicella mallensis MP5ACTX8,strain=MP5ACTX8,Granulicella mallensis,Granulicella,Acidobacteriaceae,Acidobacteriales,Acidobacteriia,Acidobacteria,Bacteria
Granulosicoccus antarcticus IMCC3135,strain=IMCC3135,Granulosicoccus antarcticus,Granulosicoccus,Granulosicoccaceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria
Grimontia hollisae,strain=1078-81,Grimontia hollisae,Grimontia,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
Gudongella oleilytica,strain=W6,Gudongella oleilytica,Gudongella,Tissierellaceae,Tissierellales,Tissierellia,Firmicutes,Bacteria
Guyparkeria halophila,strain=sp2,Guyparkeria halophila,Guyparkeria,Thioalkalibacteraceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria
Gynuella sunshinyii YC6258,strain=YC6258,Gynuella sunshinyii,Gynuella,Saccharospirillaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
Haematobacter massiliensis,strain=OT1,Haematobacter massiliensis,Haematobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Haematospirillum jordaniae,strain=H5569,Haematospirillum jordaniae,Haematospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
[Haemophilus] ducreyi,strain=FDAARGOS_297,[Haemophilus] ducreyi,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
Hafnia alvei,strain=HUMV-5920,Hafnia alvei,Hafnia,Hafniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Hahella sp. KA22,strain=KA22,Hahella sp. KA22,Hahella,Hahellaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
Halalkaliarchaeum desulfuricum,strain=AArc-Sl,Halalkaliarchaeum desulfuricum,Halalkaliarchaeum,,Haloferacales,Halobacteria,Euryarchaeota,Archaea
Halalkalicoccus jeotgali B3,strain=B3,Halalkalicoccus jeotgali,Halalkalicoccus,Halobacteriaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea
Halanaeroarchaeum sulfurireducens,strain=HSR2,Halanaeroarchaeum sulfurireducens,Halanaeroarchaeum,Halobacteriaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea
Halanaerobium hydrogeniformans,strain=sapolanicus,Halanaerobium hydrogeniformans,Halanaerobium,Halanaerobiaceae,Halanaerobiales,Clostridia,Firmicutes,Bacteria
Halapricum salinum,strain=CBA1105,Halapricum salinum,Halapricum,Haloarculaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea
Halarchaeum sp. CBA1220,strain=CBA1220,Halarchaeum sp. CBA1220,Halarchaeum,Halobacteriaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea
Halarcobacter bivalviorum,strain=LMG 26154,Halarcobacter bivalviorum,Halarcobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
Haliangium ochraceum DSM 14365,strain=DSM 14365,Haliangium ochraceum,Haliangium,Kofleriaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,Bacteria
Halioglobus japonicus,strain=NBRC 107739,Halioglobus japonicus,Halioglobus,Halieaceae,Cellvibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
Haliscomenobacter hydrossis DSM 1100,strain=DSM 1100,Haliscomenobacter hydrossis,Haliscomenobacter,Haliscomenobacteraceae,Saprospirales,Saprospiria,Bacteroidetes,Bacteria
Haloarcula sp. JP-L23,strain=JP-L23,Haloarcula sp. JP-L23,Haloarcula,Haloarculaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea
Halobacillus halophilus,strain=HL2HP6,Halobacillus halophilus,Halobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
Halobacteriovorax marinus,strain=BE01,Halobacteriovorax marinus,Halobacteriovorax,Halobacteriovoraceae,Bacteriovoracales,Oligoflexia,Proteobacteria,Bacteria
Halobacterium salinarum,strain=91-R6,Halobacterium salinarum,Halobacterium,Halobacteriaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea
Halobacteroides halobius DSM 5150,strain=DSM 5150,Halobacteroides halobius,Halobacteroides,Halobacteroidaceae,Halanaerobiales,Clostridia,Firmicutes,Bacteria
Halobellus limi,strain=CGMCC 1.10331,Halobellus limi,Halobellus,Haloferacaceae,Haloferacales,Halobacteria,Euryarchaeota,Archaea
Halobiforma lacisalsi AJ5,strain=AJ5,Halobiforma lacisalsi,Halobiforma,Natrialbaceae,Natrialbales,Halobacteria,Euryarchaeota,Archaea
Halocynthiibacter arcticus,strain=PAMC 20958,Halocynthiibacter arcticus,Halocynthiibacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Halodesulfurarchaeum formicicum,strain=HTSR1,Halodesulfurarchaeum formicicum,Halodesulfurarchaeum,Halobacteriaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea
Haloferax gibbonsii,strain=LR2-5,Haloferax gibbonsii,Haloferax,Haloferacaceae,Haloferacales,Halobacteria,Euryarchaeota,Archaea
Halogeometricum borinquense DSM 11551,strain=DSM 11551,Halogeometricum borinquense,Halogeometricum,Haloferacaceae,Haloferacales,Halobacteria,Euryarchaeota,Archaea
Halolamina sp. CBA1230,strain=CBA1230,Halolamina sp. CBA1230,Halolamina,Halorubraceae,Haloferacales,Halobacteria,Euryarchaeota,Archaea
Halomicrobium mukohataei DSM 12286,strain=DSM 12286,Halomicrobium mukohataei,Halomicrobium,Haloarculaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea
Halomicronema hongdechloris C2206,strain=C2206,Halomicronema hongdechloris,Halomicronema,Prochlorotrichaceae,Synechococcales,,Cyanobacteria,Bacteria
Halomonas venusta,strain=MA-ZP17-13,Halomonas venusta,Halomonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
Halopenitus persicus,strain=CBA1233,Halopenitus persicus,Halopenitus,Halorubraceae,Haloferacales,Halobacteria,Euryarchaeota,Archaea
Halopiger xanaduensis SH-6,strain=SH-6,Halopiger xanaduensis,Halopiger,Natrialbaceae,Natrialbales,Halobacteria,Euryarchaeota,Archaea
Haloplanus aerogenes,strain=JCM 16430,Haloplanus aerogenes,Haloplanus,Haloferacaceae,Haloferacales,Halobacteria,Euryarchaeota,Archaea
Haloprofundus sp. MHR1,strain=MHR1,Haloprofundus sp. MHR1,Haloprofundus,Haloferacaceae,Haloferacales,Halobacteria,Euryarchaeota,Archaea
Haloquadratum walsbyi DSM 16790,strain=DSM 16790 = HBSQ001,Haloquadratum walsbyi,Haloquadratum,Haloferacaceae,Haloferacales,Halobacteria,Euryarchaeota,Archaea
Halorhabdus utahensis DSM 12940,strain=DSM 12940,Halorhabdus utahensis,Halorhabdus,Haloarculaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea
Halorhodospira halophila SL1,strain=SL1,Halorhodospira halophila,Halorhodospira,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria
Halorientalis sp. IM1011,strain=IM1011,Halorientalis sp. IM1011,Halorientalis,Haloarculaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea
Halorubrum lacusprofundi ATCC 49239,strain=ATCC 49239,Halorubrum lacusprofundi,Halorubrum,Halorubraceae,Haloferacales,Halobacteria,Euryarchaeota,Archaea
Halorussus sp. RC-68,strain=RC-68,Halorussus sp. RC-68,Halorussus,Halobacteriaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea
Halosimplex litoreum,strain=YGH94,Halosimplex litoreum,Halosimplex,Haloarculaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea
Halostagnicola larsenii XH-48,strain=XH-48,Halostagnicola larsenii,Halostagnicola,Natrialbaceae,Natrialbales,Halobacteria,Euryarchaeota,Archaea
Halotalea alkalilenta,strain=IHB B 13600,Halotalea alkalilenta,Halotalea,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
Haloterrigena daqingensis,strain=JX313,Haloterrigena daqingensis,Haloterrigena,Natrialbaceae,Natrialbales,Halobacteria,Euryarchaeota,Archaea
Halothece sp. PCC 7418,strain=PCC 7418,Halothece sp. PCC 7418,Halothece,Aphanothecaceae,Chroococcales,,Cyanobacteria,Bacteria
Halothermothrix orenii H 168,strain=H 168,Halothermothrix orenii,Halothermothrix,Halanaerobiaceae,Halanaerobiales,Clostridia,Firmicutes,Bacteria
Halothiobacillus sp. LS2,strain=LS2,Halothiobacillus sp. LS2,Halothiobacillus,Halothiobacillaceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria
Halovivax ruber XH-70,strain=XH-70,Halovivax ruber,Halovivax,Natrialbaceae,Natrialbales,Halobacteria,Euryarchaeota,Archaea
Hartmannibacter diazotrophicus,strain=E19T,Hartmannibacter diazotrophicus,Hartmannibacter,,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Hathewaya histolytica,strain=NCTC503,Hathewaya histolytica,Hathewaya,Clostridiaceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Helicobacter pylori,strain=B128 7.13,Helicobacter pylori,Helicobacter,Helicobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
Heliobacterium modesticaldum Ice1,strain=Ice1; ATCC 51547,Heliomicrobium modesticaldum,Heliomicrobium,Heliobacteriaceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Heliorestis convoluta,strain=HH,Heliorestis convoluta,Heliorestis,Heliobacteriaceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Herbaspirillum seropedicae,strain=AU14040,Herbaspirillum seropedicae,Herbaspirillum,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Herbinix luporum,strain=SD1D,Herbinix luporum,Herbinix,Lachnospiraceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Herminiimonas arsenitoxidans,strain=AS8,Herminiimonas arsenitoxidans,Herminiimonas,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Hippea maritima DSM 10411,strain=DSM 10411,Hippea maritima,Hippea,Desulfurellaceae,Desulfurellales,Deltaproteobacteria,Proteobacteria,Bacteria
Hirschia baltica ATCC 49814,strain=ATCC 49814,Hirschia baltica,Hirschia,Hyphomonadaceae,Hyphomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
Histophilus somni,strain=USDA-ARS-USMARC-63255,Histophilus somni,Histophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
Hoeflea sp. IMCC20628,strain=IMCC20628,Hoeflea sp. IMCC20628,Hoeflea,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Hoyosella subflava DQS3-9A1,strain=DQS3-9A1,Hoyosella subflava,Hoyosella,Mycobacteriaceae,Corynebacteriales,Actinomycetia,Actinobacteria,Bacteria
Hungatella hathewayi WAL-18680,strain=WAL-18680,Hungatella hathewayi,Hungatella,Clostridiaceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Hydrogenobacter thermophilus TK-6,strain=TK-6,Hydrogenobacter thermophilus,Hydrogenobacter,Aquificaceae,Aquificales,Aquificae,Aquificae,Bacteria
Hydrogenobaculum sp. SN,strain=SN,Hydrogenobaculum sp. SN,Hydrogenobaculum,Aquificaceae,Aquificales,Aquificae,Aquificae,Bacteria
Hydrogenophaga sp. PBL-H3,strain=PBL-H3 substr. PBL-H3(B4),Hydrogenophaga sp. PBL-H3,Hydrogenophaga,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Hydrogenophilus thermoluteolus,strain=TH-1,Hydrogenophilus thermoluteolus,Hydrogenophilus,Hydrogenophilaceae,Hydrogenophilales,Hydrogenophilalia,Proteobacteria,Bacteria
Hydrogenovibrio thermophilus,strain=JR-2,Hydrogenovibrio thermophilus,Hydrogenovibrio,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
Hymenobacter nivis,strain=NBRC 111535,Hymenobacter nivis,Hymenobacter,Hymenobacteraceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria
Hyperthermus butylicus DSM 5456,strain=DSM 5456,Hyperthermus butylicus,Hyperthermus,Pyrodictiaceae,Desulfurococcales,Thermoprotei,Crenarchaeota,Archaea
Hyphomicrobium denitrificans ATCC 51888,strain=ATCC 51888,Hyphomicrobium denitrificans,Hyphomicrobium,Hyphomicrobiaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Hyphomonas sp. KY3,strain=KY3,Hyphomonas sp. KY3,Hyphomonas,Hyphomonadaceae,Hyphomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
Ichthyobacterium seriolicida,strain=JBKA-6,Ichthyobacterium seriolicida,Ichthyobacterium,Ichthyobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
Idiomarina piscisalsi,strain=10PY1A,Idiomarina piscisalsi,Idiomarina,Idiomarinaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
Ignavibacterium album JCM 16511,strain=JCM 16511,Ignavibacterium album,Ignavibacterium,Ignavibacteriaceae,Ignavibacteriales,Ignavibacteria,Ignavibacteriae,Bacteria
Ignicoccus islandicus DSM 13165,strain=DSM 13165,Ignicoccus islandicus,Ignicoccus,Desulfurococcaceae,Desulfurococcales,Thermoprotei,Crenarchaeota,Archaea
Ilumatobacter coccineus YM16-304,strain=YM16-304,Ilumatobacter coccineus,Ilumatobacter,Ilumatobacteraceae,Acidimicrobiales,Acidimicrobiia,Actinobacteria,Bacteria
Ilyobacter polytropus DSM 2926,strain=DSM 2926,Ilyobacter polytropus,Ilyobacter,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteria,Bacteria
Immundisolibacter cernigliae,strain=TR3.2,Immundisolibacter cernigliae,Immundisolibacter,Immundisolibacteraceae,Immundisolibacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Inhella inkyongensis,strain=IMCC1713,Inhella inkyongensis,Inhella,,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Intestinimonas butyriciproducens,strain=SRB-521-5-I,Intestinimonas butyriciproducens,Intestinimonas,,Eubacteriales,Clostridia,Firmicutes,Bacteria
Intrasporangium calvum,strain=C5,Intrasporangium calvum,Intrasporangium,Intrasporangiaceae,Micrococcales,Actinomycetia,Actinobacteria,Bacteria
Iodobacter fluviatilis,strain=PCH194,Iodobacter fluviatilis,Iodobacter,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
Isoptericola dokdonensis DS-3,strain=DS-3,Isoptericola dokdonensis,Isoptericola,Promicromonosporaceae,Micrococcales,Actinomycetia,Actinobacteria,Bacteria
Isosphaera pallida ATCC 43644,strain=ATCC 43644,Isosphaera pallida,Isosphaera,Isosphaeraceae,Isosphaerales,Planctomycetia,Planctomycetes,Bacteria
Janibacter limosus,strain=P3-3-X1,Janibacter limosus,Janibacter,Intrasporangiaceae,Micrococcales,Actinomycetia,Actinobacteria,Bacteria
Jannaschia sp. CCS1,strain=CCS1,Jannaschia sp. CCS1,Jannaschia,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Janthinobacterium agaricidamnosum,strain=BHSEK,Janthinobacterium agaricidamnosum,Janthinobacterium,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Jeongeupia sp. USM3,strain=USM3,Jeongeupia sp. USM3,Jeongeupia,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
Jeotgalibaca porci,strain=CCUG 69148,Jeotgalibaca porci,Jeotgalibaca,Carnobacteriaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
Jeotgalibacillus malaysiensis,strain=malaysiensis,Jeotgalibacillus malaysiensis,Jeotgalibacillus,Planococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
Jeotgalicoccus sp. ATCC 8456,strain=ATCC 8456,[Micrococcus] candicans,Jeotgalicoccus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
Jonesia denitrificans,strain=FDAARGOS_301,Jonesia denitrificans,Jonesia,Jonesiaceae,Micrococcales,Actinomycetia,Actinobacteria,Bacteria
Chryseobacterium haifense,strain=G0079,Chryseobacterium haifense,Kaistella,Weeksellaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
Kangiella profundi,strain=FT102,Kangiella profundi,Kangiella,Kangiellaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
Keratinibaculum paraultunense,strain=KD-1,Keratinibaculum paraultunense,Keratinibaculum,Tissierellaceae,Tissierellales,Tissierellia,Firmicutes,Bacteria
Kerstersia gyiorum,strain=SWMUKG01,Kerstersia gyiorum,Kerstersia,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Ketobacter alkanivorans,strain=GI5,Ketobacter alkanivorans,Ketobacter,Alcanivoracaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
Ketogulonicigenium vulgare,strain=SKV,Ketogulonicigenium vulgare,Ketogulonicigenium,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
